VonArm,NachArm,Von,Bis,Pkw,Krad,Rad,Lieferfzg,Lkw,Lastzug,Bus
1,4,10/12/2021 0:00,10/12/2021 0:15,9,0,0,0,0,0,0
1,5,10/12/2021 0:00,10/12/2021 0:15,0,0,0,0,0,0,0
2,1,10/12/2021 0:00,10/12/2021 0:15,0,0,0,0,0,0,0
2,4,10/12/2021 0:00,10/12/2021 0:15,0,0,0,0,0,0,0
2,5,10/12/2021 0:00,10/12/2021 0:15,1,0,0,0,0,0,0
3,1,10/12/2021 0:00,10/12/2021 0:15,14,0,0,0,0,0,0
3,2,10/12/2021 0:00,10/12/2021 0:15,0,0,0,0,0,0,0
3,4,10/12/2021 0:00,10/12/2021 0:15,2,0,0,0,0,0,0
3,5,10/12/2021 0:00,10/12/2021 0:15,5,0,0,1,0,0,0
5,4,10/12/2021 0:00,10/12/2021 0:15,7,0,0,0,0,0,0
1,4,10/12/2021 0:15,10/12/2021 0:30,7,0,0,1,0,0,0
1,5,10/12/2021 0:15,10/12/2021 0:30,2,0,0,0,0,0,0
2,1,10/12/2021 0:15,10/12/2021 0:30,0,0,0,0,0,0,0
2,4,10/12/2021 0:15,10/12/2021 0:30,0,0,0,0,0,0,0
2,5,10/12/2021 0:15,10/12/2021 0:30,0,0,0,0,0,0,0
3,1,10/12/2021 0:15,10/12/2021 0:30,15,0,0,0,0,0,0
3,2,10/12/2021 0:15,10/12/2021 0:30,0,0,0,0,0,0,0
3,4,10/12/2021 0:15,10/12/2021 0:30,3,0,0,0,0,0,0
3,5,10/12/2021 0:15,10/12/2021 0:30,13,0,0,1,0,0,0
5,4,10/12/2021 0:15,10/12/2021 0:30,2,0,0,1,0,0,0
1,4,10/12/2021 0:30,10/12/2021 0:45,3,0,0,0,0,0,0
1,5,10/12/2021 0:30,10/12/2021 0:45,0,0,0,0,0,0,0
2,1,10/12/2021 0:30,10/12/2021 0:45,0,0,0,0,0,0,0
2,4,10/12/2021 0:30,10/12/2021 0:45,0,0,0,0,0,0,0
2,5,10/12/2021 0:30,10/12/2021 0:45,0,0,0,0,0,0,0
3,1,10/12/2021 0:30,10/12/2021 0:45,11,0,0,0,0,0,0
3,2,10/12/2021 0:30,10/12/2021 0:45,0,0,0,0,0,0,0
3,4,10/12/2021 0:30,10/12/2021 0:45,0,0,1,0,0,0,0
3,5,10/12/2021 0:30,10/12/2021 0:45,11,0,0,0,0,0,0
5,4,10/12/2021 0:30,10/12/2021 0:45,8,0,0,0,0,0,0
1,4,10/12/2021 0:45,10/12/2021 1:00,2,0,0,0,0,0,0
1,5,10/12/2021 0:45,10/12/2021 1:00,0,0,0,0,0,0,0
2,1,10/12/2021 0:45,10/12/2021 1:00,0,0,0,0,0,0,0
2,4,10/12/2021 0:45,10/12/2021 1:00,0,0,0,0,0,0,0
2,5,10/12/2021 0:45,10/12/2021 1:00,1,0,0,0,0,0,0
3,1,10/12/2021 0:45,10/12/2021 1:00,9,0,0,0,0,0,1
3,2,10/12/2021 0:45,10/12/2021 1:00,0,0,0,0,0,0,0
3,4,10/12/2021 0:45,10/12/2021 1:00,1,0,0,0,0,0,0
3,5,10/12/2021 0:45,10/12/2021 1:00,4,0,0,0,0,0,0
5,4,10/12/2021 0:45,10/12/2021 1:00,1,0,0,0,0,0,0
1,4,10/12/2021 1:00,10/12/2021 1:15,3,0,0,0,0,0,0
1,5,10/12/2021 1:00,10/12/2021 1:15,1,0,0,0,0,0,0
2,1,10/12/2021 1:00,10/12/2021 1:15,0,0,0,0,0,0,0
