VonArm,NachArm,Von,Bis,Pkw,Krad,Rad,Lieferfzg,Lkw,Lastzug,Bus
1,2,10/12/2021 0:00,10/12/2021 0:15,1,0,0,0,0,0,0
1,3,10/12/2021 0:00,10/12/2021 0:15,9,0,0,0,0,0,0
1,4,10/12/2021 0:00,10/12/2021 0:15,0,0,0,0,0,0,0
2,1,10/12/2021 0:00,10/12/2021 0:15,2,0,0,0,0,0,0
2,3,10/12/2021 0:00,10/12/2021 0:15,4,0,0,1,0,0,0
2,4,10/12/2021 0:00,10/12/2021 0:15,0,0,0,0,0,0,0
3,1,10/12/2021 0:00,10/12/2021 0:15,24,0,0,0,0,0,0
3,2,10/12/2021 0:00,10/12/2021 0:15,2,0,0,0,0,0,0
3,4,10/12/2021 0:00,10/12/2021 0:15,0,0,0,0,0,0,0
4,1,10/12/2021 0:00,10/12/2021 0:15,0,0,0,0,0,0,0
4,2,10/12/2021 0:00,10/12/2021 0:15,0,0,0,0,0,0,0
4,3,10/12/2021 0:00,10/12/2021 0:15,0,0,0,0,0,0,0
1,2,10/12/2021 0:15,10/12/2021 0:30,2,0,0,0,0,0,0
1,3,10/12/2021 0:15,10/12/2021 0:30,15,0,0,0,0,0,0
1,4,10/12/2021 0:15,10/12/2021 0:30,0,0,0,0,0,0,0
2,1,10/12/2021 0:15,10/12/2021 0:30,1,0,0,0,0,0,0
2,3,10/12/2021 0:15,10/12/2021 0:30,1,0,0,0,0,0,0
2,4,10/12/2021 0:15,10/12/2021 0:30,0,0,0,0,0,0,0
3,1,10/12/2021 0:15,10/12/2021 0:30,7,0,0,0,0,0,0
3,2,10/12/2021 0:15,10/12/2021 0:30,2,0,0,0,0,0,0
3,4,10/12/2021 0:15,10/12/2021 0:30,0,0,0,0,0,0,0
4,1,10/12/2021 0:15,10/12/2021 0:30,0,0,0,0,0,0,0
4,2,10/12/2021 0:15,10/12/2021 0:30,0,0,0,0,0,0,0
4,3,10/12/2021 0:15,10/12/2021 0:30,0,0,0,0,0,0,0
1,2,10/12/2021 0:30,10/12/2021 0:45,2,0,0,0,0,0,0
1,3,10/12/2021 0:30,10/12/2021 0:45,3,0,0,0,0,1,0
1,4,10/12/2021 0:30,10/12/2021 0:45,0,0,0,0,0,0,0
2,1,10/12/2021 0:30,10/12/2021 0:45,4,0,0,0,0,0,0
2,3,10/12/2021 0:30,10/12/2021 0:45,1,0,0,0,0,0,0
2,4,10/12/2021 0:30,10/12/2021 0:45,1,0,0,0,0,0,0
3,1,10/12/2021 0:30,10/12/2021 0:45,4,0,0,0,0,0,0
3,2,10/12/2021 0:30,10/12/2021 0:45,0,0,0,0,0,0,0
3,4,10/12/2021 0:30,10/12/2021 0:45,0,0,0,0,0,0,0
4,1,10/12/2021 0:30,10/12/2021 0:45,0,0,0,0,0,0,0
4,2,10/12/2021 0:30,10/12/2021 0:45,0,0,0,0,0,0,0
4,3,10/12/2021 0:30,10/12/2021 0:45,1,0,0,0,0,0,0
1,2,10/12/2021 0:45,10/12/2021 1:00,2,0,0,0,0,0,0
1,3,10/12/2021 0:45,10/12/2021 1:00,5,0,0,0,0,0,0
1,4,10/12/2021 0:45,10/12/2021 1:00,0,0,0,0,0,0,0
2,1,10/12/2021 0:45,10/12/2021 1:00,0,0,0,0,0,0,0
2,3,10/12/2021 0:45,10/12/2021 1:00,0,0,0,0,0,0,0
2,4,10/12/2021 0:45,10/12/2021 1:00,0,0,0,0,0,0,0
3,1,10/12/2021 0:45,10/12/2021 1:00,3,0,0,0,0,0,0
3,2,10/12/2021 0:45,10/12/2021 1:00,3,0,0,0,0,0,0
3,4,10/12/2021 0:45,10/12/2021 1:00,0,0,0,0,0,0,0
4,1,10/12/2021 0:45,10/12/2021 1:00,0,0,0,0,0,0,0
4,2,10/12/2021 0:45,10/12/2021 1:00,0,0,0,0,0,0,0
4,3,10/12/2021 0:45,10/12/2021 1:00,0,0,0,0,0,0,0
1,2,10/12/2021 1:00,10/12/2021 1:15,0,0,0,0,0,0,0
1,3,10/12/2021 1:00,10/12/2021 1:15,3,0,0,0,0,0,0
1,4,10/12/2021 1:00,10/12/2021 1:15,0,0,0,0,0,0,0
2,1,10/12/2021 1:00,10/12/2021 1:15,2,0,0,0,0,0,0
2,3,10/12/2021 1:00,10/12/2021 1:15,0,0,0,0,0,0,0
2,4,10/12/2021 1:00,10/12/2021 1:15,0,0,0,0,0,0,0
3,1,10/12/2021 1:00,10/12/2021 1:15,3,0,0,0,0,0,0
3,2,10/12/2021 1:00,10/12/2021 1:15,1,0,0,0,0,0,0
3,4,10/12/2021 1:00,10/12/2021 1:15,0,0,0,0,0,0,0
4,1,10/12/2021 1:00,10/12/2021 1:15,0,0,0,0,0,0,0
4,2,10/12/2021 1:00,10/12/2021 1:15,0,0,0,0,0,0,0
4,3,10/12/2021 1:00,10/12/2021 1:15,0,0,0,0,0,0,0
1,2,10/12/2021 1:15,10/12/2021 1:30,2,0,0,0,0,0,0
1,3,10/12/2021 1:15,10/12/2021 1:30,4,0,0,0,0,0,0
1,4,10/12/2021 1:15,10/12/2021 1:30,0,0,0,0,0,0,0
2,1,10/12/2021 1:15,10/12/2021 1:30,2,0,0,0,0,0,0
2,3,10/12/2021 1:15,10/12/2021 1:30,1,0,0,0,0,0,0
2,4,10/12/2021 1:15,10/12/2021 1:30,0,0,0,0,0,0,0
3,1,10/12/2021 1:15,10/12/2021 1:30,3,0,0,0,0,0,0
3,2,10/12/2021 1:15,10/12/2021 1:30,0,0,0,0,0,0,0
3,4,10/12/2021 1:15,10/12/2021 1:30,0,0,0,0,0,0,0
4,1,10/12/2021 1:15,10/12/2021 1:30,0,0,0,0,0,0,0
4,2,10/12/2021 1:15,10/12/2021 1:30,0,0,0,0,0,0,0
